ZH;1539275
BE;1039474
LU;413120
UR;36703
SZ;160480
OW;37930
NW;43087
GL;40590
ZG;127642
FR;321783
SO;275247
BS;201469
BL;290765
SH;82348
AR;55445
AI;16128
SG;510734
GR;199021
AG;685845
TG;279547
TI;351491
VD;805098
VS;345525
NE;176496
GE;504128
JU;73584
